,Time,$N$,$E$,$D$,$\phi$,$\theta$,$\psi$,$u$,$v$,$w$,$p$,$q$,$r$,$\eta$,$\delta_r$,$\delta_s$,$\tilde{u}$,$\tilde{\chi}$,e,$\tilde{\upsilon}$,h,$u_c$,$v_c$,$w_c$
10,1.1,-1.3058104134690989,-0.8789277577233104,4.832481957865092,-0.0022242075566736297,-0.24171156289754991,-0.29081947339353453,0.7181421286170466,-0.00861519294881467,0.013006940871744487,0.010369058925546688,0.15529848355654813,0.03660809582773278,13.279135835286858,-0.1309961156506109,-0.5171552646246421,0.4180048512602449,-0.12490541852378963,-1.224037243853925,-0.29938786968571385,4.907352532766518,0.0,0.0,0.0
11,1.2000000000000002,-1.239556637993742,-0.899654132739903,4.850936491277851,-0.002081288819010485,-0.22617361056210594,-0.28708464180355087,0.7708116829817384,-0.010814051696880822,0.02195724085590801,0.013827036519383185,0.1769247205054197,0.04274186751379658,13.341960964313449,-0.1289270651497121,-0.519303101615861,0.3909289356914767,-0.12467101615722857,-1.2240113219099698,-0.298260411913219,4.904336286290122,0.0,0.0,0.0
12,1.3,-1.1682905616122776,-0.9218175540522638,4.870363952783014,-0.0016736461365751687,-0.2084722810206756,-0.28273654842773466,0.8216926050703389,-0.013140724051237174,0.03198966777811375,0.01650914534589577,0.19876580920602213,0.04857413003912755,13.370234936076939,-0.1260652016746445,-0.5207349929433402,0.3645941585091308,-0.12421252625587659,-1.2239336313248423,-0.2964522147716198,4.900839093336286,0.0,0.0,0.0
13,1.4000000000000001,-1.0920935908342493,-0.9453170862656922,4.890502005742686,-0.0010432583207058421,-0.18858759835141425,-0.27780564586225776,0.8705225957910427,-0.015541838586919956,0.042954254552838814,0.018218552330915922,0.22079137683583372,0.054053149607690004,13.370124791512676,-0.12258063370661461,-0.5216895871616598,0.33915369746483054,-0.12353075414150101,-1.223745589721343,-0.2939520145605205,4.896671292542857,0.0,0.0,0.0
14,1.5,-1.011062902792897,-0.9700369064440925,4.911042700741368,-0.0002486409010185042,-0.16650283354437745,-0.272326217824689,0.9170985087385806,-0.017957484068267547,0.05442194562311974,0.019036578037441926,0.24091780382936137,0.05908496025695188,13.347456195842227,-0.1185803586683872,-0.5165572018790663,0.31473870210447863,-0.1226199443216831,-1.223379907597546,-0.29071371153354997,4.891612549217467,0.0,0.0,0.0
15,1.6,-0.9253057662187814,-0.9958488529249305,4.931609564546498,0.0006630491634531666,-0.14240958481238541,-0.2663409381453916,0.9612764720390649,-0.020327429074063416,0.06594042129956693,0.01915156268600522,0.2582497978547252,0.06358050229617826,13.307439980401188,-0.11417065436221631,-0.5060562845289134,0.2914507456307097,-0.12147359850186815,-1.2227600337636766,-0.28660482563539263,4.885404918120034,0.0,0.0,0.0
16,1.7000000000000002,-0.8349452140571512,-1.0226128371735568,4.951778792406844,0.0016641321703319,-0.11658882640326196,-0.2599005694643397,1.0029817442929008,-0.022596338412800707,0.07709646258038091,0.018713912616455598,0.2725774535591312,0.06747631320375688,13.25460819855339,-0.10947184399441137,-0.49166884432124064,0.2693617639804676,-0.12008850585277143,-1.221800881147036,-0.2815738663234012,4.877729192554929,0.0,0.0,0.0
17,1.8,-0.7401238022773444,-1.0501787124095072,4.971099526733711,0.0027399294856822465,-0.08934234773543714,-0.2530611557281581,1.042208252654327,-0.024717685747674682,0.08753286646027365,0.01777768396830828,0.2838619028093925,0.07074329691570269,13.192603555492141,-0.10460493829449674,-0.4744822669972208,0.24850912785354962,-0.1184660745754069,-1.2204108305395005,-0.2756251513443586,4.868226762824474,0.0,0.0,0.0
18,1.9000000000000001,-0.6410051795804941,-1.0783891516472157,4.989110074718088,0.003877008755837519,-0.060975647145288914,-0.24588043714039465,1.0790110342503914,-0.02665603649705948,0.0969641347433455,0.01632594899259481,0.29214841414674453,0.07338476542677974,13.12411377314513,-0.09967492543081855,-0.45532582860654686,0.22889587367283648,-0.11661208511897814,-1.2184945317584819,-0.26879358668789105,4.856519922494168,0.0,0.0,0.0
19,2.0,-0.5377743448581607,-1.1070827918302042,5.005353343262413,0.005054668238628768,-0.03178947656389042,-0.2384148755487474,1.1134944101030742,-0.02838748961813659,0.10518459473702453,0.014337148975466722,0.297550601916284,0.07542687418495801,13.05091324483732,-0.0947609391281384,-0.4348486697671774,0.21049448287480432,-0.11453551349619548,-1.2159560305120987,-0.2611374593719837,4.842227574309289,0.0,0.0,0.0
20,2.1,-0.43063662213769643,-1.1360973168550008,5.01939115671517,0.006243744521458261,-0.002072922107630326,-0.23071799437514917,1.1457977833226378,-0.02989846205795802,0.11206834620061451,0.011842297726905739,0.30023835057930437,0.07690763927838021,12.973976852291532,-0.08991604209066782,-0.41356555752730767,0.19325279494846292,-0.1122470900594884,-1.2127017401049038,-0.25273347286468006,4.82497978499653,0.0,0.0,0.0
21,2.2,-0.319815438597352,-1.165272349722331,5.030816595923968,0.00741164363708835,0.027902308869277803,-0.2228399034927775,1.1760809941266985,-0.031183467317587282,0.11756232474240713,0.008942755167055554,0.30042249148324984,0.07786908119288463,12.89364195472887,-0.08517376812832536,-0.39188497978361303,0.1771011083386811,-0.10975816816903279,-1.2086429823914424,-0.24367155226157092,4.8044308990897,0.0,0.0,0.0
22,2.3000000000000003,-0.2055491476769818,-1.1944521213919843,5.039263714982943,0.00852945665495275,0.05788601961441131,-0.21482743003479499,1.2045109225998762,-0.03224272638797697,0.12167456412906286,0.005787965774491597,0.29833798795779704,0.0783534467710987,12.809791959638988,-0.08055589835013134,-0.37012753159530126,0.16195950293665073,-0.10708012411902447,-1.2036979955024758,-0.2340495202744469,4.7802704273739725,0.0,0.0,0.0
23,2.4000000000000004,-0.08808722407723535,-1.223487892067451,5.044414353949358,0.009577047227628643,0.08765190276555623,-0.2067243352656014,1.23125051283067,-0.033080240894030756,0.12446001750583444,0.0025336751083052285,0.2942283350890404,0.07840193873202758,12.722036492284628,-0.07607747884556959,-0.34853998284411813,0.14774453870006188,-0.10422417827505578,-1.197793456544236,-0.2239680841292439,4.752231167944569,0.0,0.0,0.0
24,2.5,0.03231383807550797,-1.2522400655019337,5.046002117059574,0.010544118346452525,0.11699830219688545,-0.19857142260085148,1.2564507791378055,-0.03370251543620824,0.12600611166519374,-0.0006946313590518111,0.2883330422502394,0.07805390615837011,12.629869190581312,-0.07174816973504922,-0.32730768393949594,0.13437474358466495,-0.10120139891485892,-1.1908655990694272,-0.21352653195114826,4.720094387685582,0.0,0.0,0.0
25,2.6,0.15539464084722726,-1.2805799151184207,5.043813849712765,0.011427744060077405,0.14574770417859995,-0.19040663116153977,1.2802458141010642,-0.034117735147786335,0.1264196376301742,-0.0038179281751371348,0.28087852208850395,0.07734540357865972,12.53279214418672,-0.06757134482254883,-0.3065654474348781,0.12177461043109727,-0.09802270623526624,-1.1828609573145612,-0.20281937917255383,4.683692235496134,0.0,0.0,0.0
26,2.7,0.2808967982436018,-1.3083908606117387,5.037689089214764,0.012228334426094722,0.17374533594044994,-0.18226530436707788,1.302750435888538,-0.034335103421985515,0.12581601904030296,-0.006798584905436307,0.2720728855425478,0.07630739309544671,12.430403549894983,-0.06354322608823423,-0.28640790772604485,0.1098770929494679,-0.09469881564266724,-1.1737367767852986,-0.19193402159707784,4.64290778721784,0.0,0.0,0.0
27,2.8000000000000003,0.4085665084255856,-1.335569289520156,5.02751801326688,0.012946077500928244,0.20085728143099368,-0.17418072430760345,1.3240598991000176,-0.034364201561844866,0.12431132224758579,-0.009623395334105887,0.26210369922318655,0.07496465790926599,12.322450887187383,-0.05965372668935261,-0.26689851851423807,0.098624782055731,-0.09124017465925353,-1.163461048090787,-0.1809493373864164,4.597673255747125,0.0,0.0,0.0
28,2.9000000000000004,0.5381576978691301,-1.362024980381404,5.013238369168087,0.013578995573131358,0.22696840782670336,-0.16618482435857507,1.3442510447454303,-0.034214389427392265,0.12201688762325576,-0.012285693770219453,0.25113792644696525,0.07333588481529134,12.20885550817165,-0.05588868393836787,-0.24807710635937658,0.08797005044999118,-0.08765696901104576,-1.152012236642015,-0.16993507195425017,4.547966900076209,0.0,0.0,0.0
29,3.0,0.6694347006973957,-1.3876812163317287,4.994831787427519,0.014122701803230608,0.25198030544668004,-0.15830890921856522,1.3633843201012636,-0.033894388670076867,0.11903618946135505,-0.014774113567691267,0.23932343940924977,0.07143502976656929,12.089715872153171,-0.05223286418836707,-0.22996622235828462,0.07787447762728483,-0.08395922787987678,-1.1393787763657703,-0.15895181204074302,4.49380911673124,0.0,0.0,0.0
30,3.1,0.8021744710531188,-1.4124746820636975,4.972319792719466,0.014571232393953526,0.27580938055703585,-0.15058419867030715,1.3815062112397873,-0.033412142957501216,0.11546337553801461,-0.01706960040580029,0.22679120323827032,0.0692733274344124,11.965296481065177,-0.04867251224608074,-0.21257603198414385,0.06830783994936818,-0.08015701608377034,-1.1255584106627465,-0.1480513656005727,4.435258105082631,0.0,0.0,0.0
31,3.2,0.9361683486875204,-1.4363552130038968,4.945759733620722,0.014918181265151098,0.29838515709544655,-0.14304209729823603,1.398651766811823,-0.03277496070719848,0.11138295468204283,-0.019148194762890404,0.21365766591510205,0.06686133876335257,11.836008483324068,-0.04519695085194802,-0.19590795468797623,0.05924689438010633,-0.07626065333693709,-1.1105574779219742,-0.13727738028934497,4.372405395791185,0.0,0.0,0.0
32,3.3000000000000003,1.0712234097145612,-1.459285436636458,4.915240779024735,0.015157602235142065,0.31964880497516424,-0.1357141781527389,1.4148470089938372,-0.03198982599367138,0.10687020713490546,-0.020985576308622307,0.20002716117966546,0.06421037362904972,11.702386350163154,-0.041798905788333215,-0.1799574075903092,0.05067411659408849,-0.07228090462112438,-1.0943901953346173,-0.12666607647135855,4.305371443564875,0.0,0.0,0.0
33,3.4000000000000004,1.20716343910856,-1.4812403194633754,4.880880074456802,0.015284514833132867,0.3395518994926059,-0.12863195256461424,1.4301111233020574,-0.03106375946280627,0.10199195823357718,-0.02256067278080634,0.18599382449178029,0.061333297191351145,11.565063600171428,-0.038474149154449785,-0.1647154369524655,0.0425764955030814,-0.0682290957908687,-1.077077968131185,-0.1162470113093629,4.234301413233117,0.0,0.0,0.0
34,3.5,1.3438295586103728,-1.502206623942973,4.8428191066069095,0.015295101647055276,0.3580553681047016,-0.12182650393661065,1.44445838285763,-0.03000412260028229,0.0968075165185524,-0.023857204635360403,0.1716433261878678,0.0582447560667712,11.424749320389184,-0.03522074920322228,-0.1501699514657116,0.03494443834897132,-0.06411714851547196,-1.0586487243728908,-0.1060438073175763,4.159361237047482,0.0,0.0,0.0
35,3.6,1.481080541839234,-1.522182277883119,4.801220302817303,0.015186784607075232,0.37512861057646596,-0.1153280588768224,1.4578998000232926,-0.028818838881398478,0.09136960280984882,-0.024863687098043333,0.1570540225577021,0.05496122926402673,11.282206384610655,-0.03203850001245993,-0.13630623755631988,0.02777080857118497,-0.05995754114337106,-1.0391362675353355,-0.09607482709511254,4.080733979928197,0.0,0.0,0.0
36,3.7,1.6187928432608887,-1.541175665595757,4.756263870270343,0.014958320285417326,0.39074873650582287,-0.10916552486760756,1.47044451955102,-0.027516513370220083,0.08572520395932952,-0.025572626465754776,0.14229786788547563,0.05150087008782502,11.138231754266922,-0.028928364415097836,-0.12310733673193869,0.02105009998835372,-0.05576321993403199,-1.018579640018865,-0.08635376983743494,3.9986165288964353,0.0,0.0,0.0
37,3.8000000000000003,1.7568603676371137,-1.5592048514769168,4.708144874947512,0.014609975520345486,0.4048998975789173,-0.10336602603269762,1.4821009758699504,-0.02610647970969292,0.07991629172356225,-0.025979897934943614,0.12744089694594393,0.04788336565781851,10.993638935350166,-0.025892154634222793,-0.11055409948935219,0.014777740224489966,-0.051547471426986326,-0.9970224893256903,-0.07689019938379436,3.913216605236103,0.0,0.0,0.0
38,3.9000000000000004,1.8951940050066893,-1.5762967513512172,4.657070552855163,0.014143751947852223,0.41757267218462646,-0.09795444583602997,1.4928778392993955,-0.024598806748608416,0.0739804036265709,-0.02608467948802986,0.11254352244349375,0.04412985978043139,10.849242522221694,-0.022932383091300235,-0.09862524986116247,0.008949512065024812,-0.047323770211079995,-0.974512458100728,-0.06769000771191792,3.8247500861113988,0.0,0.0,0.0
39,4.0,2.033720958069504,-1.5924862678017182,4.60325784731933,0.013563592041718309,0.4287634846572188,-0.09295298211012648,1.5027847733646484,-0.023004249454020104,0.06795108909070442,-0.02588969687239288,0.09766063187046112,0.04026265389012107,10.705844702945095,-0.020051923351520066,-0.08729741024170838,0.003561080350302226,-0.04310561609488101,-0.9511005708298294,-0.05875582713514376,3.7334386287287273,0.0,0.0,0.0
40,4.1000000000000005,2.17238389030767,-1.607815400731204,4.546931165211063,0.01287551101311557,0.4384740405749481,-0.08838075238959453,1.511833025084684,-0.021334172959555593,0.061858237557328756,-0.025401849983082887,0.08284155224606542,0.036304972701502486,10.564223613998674,-0.01725386341002974,-0.0765451387436239,-0.0013923866823242204,-0.03890635117981747,-0.9268406602604728,-0.050087407840328196,3.639507572866221,0.0,0.0,0.0
41,4.2,2.3111399239791792,-1.6223323485317866,4.488320345488345,0.012087603995071028,0.4467107659243972,-0.0842534564404529,1.5200358642991274,-0.019600434427048275,0.05572832160031857,-0.024632687554649774,0.0681300160300547,0.0322805660210083,10.425123413579257,-0.014541223880171235,-0.06634108413937317,-0.005916512542342045,-0.034738978506673186,-0.9017888093452436,-0.04168196953081986,3.543184112455632,0.0,0.0,0.0
42,4.3,2.4499595187025265,-1.636090610888638,4.427658835006799,0.011209923129421817,0.45348425128935377,-0.08058312604170537,1.5274088875468466,-0.017815221292432334,0.04958457201692008,-0.023598628098518145,0.05356406158195415,0.02821321388498705,10.289246007062966,-0.011916671290728799,-0.056656125566012655,-0.010017932149563702,-0.030615978777487698,-0.8760028287006176,-0.03353454276166124,3.444695716429378,0.0,0.0,0.0
43,4.4,2.5888252605870665,-1.6491481048598358,4.365182064935536,0.01025423484325172,0.4588086947682002,-0.07737798188858491,1.5339701990932746,-0.015990864101494928,0.043447118708040494,-0.022320933335708698,0.039176025981122,0.02412627564215135,10.157244349670707,-0.009382351332728758,-0.04745964251224029,-0.01370444377342328,-0.026549138628632556,-0.849541755403066,-0.025638301974500115,3.3442687879153827,0.0,0.0,0.0
44,4.5,2.72773059160489,-1.661566307485948,4.3011260224881935,0.009233677881899549,0.4627013521853933,-0.07464239776559989,1.5397404808513055,-0.014139630555541594,0.03733310861598107,-0.020825329089176205,0.024992540367134775,0.020042238587525747,10.029717278972777,-0.006939743880977118,-0.03871976307927207,-0.016985099546637294,-0.022549398533639034,-0.8224653991563586,-0.01798490444088873,3.2421275394256157,0.0,0.0,0.0
45,4.6000000000000005,2.866678506700746,-1.673409436107987,4.235726010407227,0.008162355971869761,0.4651819935841175,-0.07237697287140676,1.5447429613634784,-0.012273507299997669,0.03125683901576119,-0.019141328544712444,0.011034757121902036,0.015982266586363036,9.907205829466474,-0.004589535132832274,-0.030403817520408234,-0.019870240425652774,-0.018626729288675772,-0.7948339152005683,-0.010564830960103069,3.1384930751730935,0.0,0.0,0.0
46,4.7,3.005680245022372,-1.6847436762380972,4.169215588662012,0.007054898167503154,0.4662723873874417,-0.07057870896143603,1.5490032965964755,-0.010403996514181946,0.0252299068173051,-0.01730145112326508,-0.002681369900564926,0.011965901288520252,9.7901909928644,-0.00233164549971828,-0.02247874007917341,-0.02237148068173922,-0.014790038846263866,-0.7667074216002511,-0.0033677395230077957,3.0335826602196816,0.0,0.0,0.0
47,4.800000000000001,3.1447539971512186,-1.6956364671612405,4.101825688700734,0.005926012234495293,0.4659958153186792,-0.06924126891664972,1.5525493079260066,-0.008541917635872812,0.01926139314839819,-0.015340213782389252,-0.01613754366408986,0.008010710807515344,9.679092838176143,-0.0001651532743383241,-0.014911493088551673,-0.024501648298237755,-0.011047118087232166,-0.738145657934056,0.003617175383972609,2.9276091635071304,0.0,0.0,0.0
48,4.9,3.283923641793379,-1.7061558496073588,4.033783894230192,0.004790063801706879,0.46437734215855375,-0.06835530913687737,1.5554085850300088,-0.006697261427045456,0.013358552260019979,-0.01329328625925462,-0.029087852579756487,0.004132271125574374,9.5742719062404,0.0019114727768351405,-0.007669186507170793,-0.026274653963003325,-0.007404618201128478,-0.7092076897476266,0.010400814567615935,2.820780657756597,0.0,0.0,0.0
49,5.0,3.423217314106356,-1.716369868829867,3.965313912697926,0.0036607441060532153,0.46146661089446894,-0.06790872722497765,1.5576111973366293,-0.004879238969223445,0.007528897453641629,-0.011197141261552551,-0.04140100774780649,0.0003455601762722433,9.476063012502859,0.0038991494464237315,-0.0007054290991965863,-0.02770429251500439,-0.003868072422489313,-0.6799516593195427,0.016993928358969537,2.713300165867112,0.0,0.0,0.0
50,5.1000000000000005,3.5626647947303756,-1.72634596380274,3.8966319717666424,0.0025506771335161993,0.45732641136004526,-0.06788706097413844,1.559190975083078,-0.0030961416087442913,0.0017774784672630172,-0.009086399850444871,-0.053104248362334294,-0.003336786099511351,9.38473468300671,0.0057995763405595015,0.006027293841295616,-0.02880559866831467,-0.00044195197553397565,-0.6504346324440822,0.023413754937008813,2.605365636859975,0.0,0.0,0.0
51,5.2,3.7022957372328764,-1.7361504694184142,3.827944534862021,0.001471160775298408,0.45201685490396937,-0.06827405235734396,1.560184275562944,-0.0013551866032892534,-0.003894972243934274,-0.006993500905064435,-0.06425370707838296,-0.0068940477813557565,9.3004672707192,0.007615496390070158,0.012570925381456103,-0.029595487541538956,0.0028702777842970874,-0.6207127623287302,0.02968088983220363,2.497167363558991,0.0,0.0,0.0
52,5.300000000000001,3.842138921136725,-1.7458482536017847,3.7594481356274554,0.00043248429159303825,0.44559250537429174,-0.06905093278760077,1.5606290001864518,0.000337921261455611,-0.009484150462316182,-0.004940036014783062,-0.07490816583735715,-0.010306546661899244,9.223367574659981,0.009354020325052382,0.01896216996449343,-0.030092137781472017,0.006066039873442959,-0.5908413157589749,0.03581453617123136,2.3888863952892123,0.0,0.0,0.0
53,5.4,3.9822221174475145,-1.755502247877727,3.6913303853628565,-0.0005553388627745903,0.4381021352330463,-0.0701967054657815,1.5605638870613174,0.0019791214392628886,-0.014969061957639175,-0.00294290744259572,-0.08512384097428166,-0.01357564866548879,9.1534809797351,0.011024735117287451,0.025234352099800662,-0.030314500093225893,0.009143991011780168,-0.5608745326021232,0.04182980861239824,2.2806946432851043,0.0,0.0,0.0
54,5.5,4.122572577934398,-1.7651730347807566,3.6237722587223793,-0.0014833853585316525,0.42958899853974275,-0.07169063162952583,1.5600280356042053,0.0035637205296389137,-0.020336729920850137,-0.00104245208619478,-0.09494045507983183,-0.016704196981156525,9.090800482072597,0.012632376708216302,0.031422938263656455,-0.030281943530658717,0.012104011792623416,-0.530865207691843,0.047734753675706745,2.1727559240587895,0.0,0.0,0.0
55,5.6000000000000005,4.2632164388821066,-1.7749189264152825,3.556948164867246,-0.0023464366216288113,0.42009248560204515,-0.07351250723668423,1.5590605161414308,0.0050877715912661685,-0.02558147537727896,0.0007206730451391175,-0.10439304027136134,-0.019694288299997757,9.035272965087751,0.01418069503650145,0.037559161742389324,-0.030014017802102666,0.014945964129964533,-0.5008641510174332,0.05353517269566479,2.0652280206775444,0.0,0.0,0.0
56,5.7,4.404178121359629,-1.7847959452700468,3.4910258736860147,-0.0031431366443075426,0.4096485891773822,-0.07564264869375403,1.5576998937835962,0.0065490430207063395,-0.030702633058028082,0.002321987388144208,-0.11351217785465265,-0.02254858184279834,8.98680469561809,0.015673550900157856,0.04366787847966886,-0.02953025807071541,0.017669876216786142,-0.47092042606108825,0.059234833006037955,1.9582629274319794,0.0,0.0,0.0
57,5.800000000000001,4.545479858021707,-1.7948577141607733,3.4261666027186637,-0.003874530847018498,0.39829034014724174,-0.07806199178032713,1.5559838067490346,0.00794665335175064,-0.03570257839456261,0.0037526256571611973,-0.12232256454707537,-0.025270143605349037,8.945268520155,0.017113953463930645,0.04976694647251788,-0.028849946891798095,0.02027613365032255,-0.4410814936169931,0.06483502356544535,1.8520069676974398,0.0,0.0,0.0
58,5.9,4.687141316289432,-1.8051553952477637,3.3625252379597304,-0.004542633419780007,0.386048384537077,-0.08075216523254758,1.5539486488480965,0.009280622495841696,-0.040585099098800606,0.005013959090213551,-0.13084216678675528,-0.02786161260230066,8.910510741552377,0.018503570741027132,0.05586719694532183,-0.02799190337451729,0.022765359064377336,-0.41139323115047743,0.07033418950516433,1.7466010347919838,0.0,0.0,0.0
59,6.0,4.8291792893813925,-1.8157376754104473,3.300250633334073,-0.005149484191296683,0.37295164639224154,-0.08369547651969889,1.551629364370098,0.01055148573656067,-0.04535411817093296,0.006111749021064706,-0.13908196100265,-0.030324936867563133,8.88235687087501,0.019842877558155447,0.06197269341202971,-0.026974324424048235,0.025138291305317875,-0.38189997072152015,0.0757277145189723,1.6421809269714043,0.0,0.0,0.0
60,6.1000000000000005,4.971607434216462,-1.8266507753820034,3.2394859400453706,-0.005696773246290032,0.3590280189854047,-0.08687487509476366,1.5490593482972572,0.01176003654834001,-0.050012755931383546,0.007051735529400657,-0.1470461660075593,-0.03266153931092858,8.860616020978384,0.021131540280641334,0.06808122427570802,-0.02581468218504901,0.027395710535919358,-0.35264456151343077,0.0810078447047912,1.5388777328154737,0.0,0.0,0.0
61,6.2,5.114436041515973,-1.8379384658159348,3.1803689258347774,-0.006185908614979585,0.3443050345524292,-0.09027393585671994,1.5462704341424514,0.012907228787660235,-0.05456268862600119,0.007837544291305763,-0.15473273881739485,-0.03487286301181842,8.845083930286036,0.022369024396178376,0.0741848522914198,-0.02452967414862861,0.0295383989230888,-0.32366844115190546,0.08616374314189794,1.4368182290093707,0.0,0.0,0.0
62,6.300000000000001,5.25767182981894,-1.8496420786111125,3.12303225530666,-0.006618306859444534,0.3288104848189626,-0.09387689661814269,1.5432929497650134,0.013994159972390384,-0.059003763558633196,0.008470369140973816,-0.1621340858784907,-0.036960665626485305,8.835544772603743,0.023554829221978484,0.08027053574764934,-0.023135217071225678,0.031567127528754034,-0.29501170396671866,0.09118165941619018,1.3361252584822394,0.0,0.0,0.0
63,6.4,5.401317758949517,-1.861800515300908,3.0676037107137186,-0.006995714779884921,0.31257296979545623,-0.09766871637734864,1.5401558209083628,0.015022100598309673,-0.06333382667339138,0.00895009314071372,-0.1692378952113332,-0.038927229755850445,8.831771956634611,0.02468866908326642,0.08632076885191496,-0.021646474882506705,0.03348264119191124,-0.26671315763948905,0.09604520292145455,1.236918065023408,0.0,0.0,0.0
64,6.5,5.545372862681066,-1.8744502531590237,3.014206340751634,-0.007320412934982201,0.29562236224044813,-0.10163514219245195,1.5368867027311324,0.015992507513055275,-0.06754871237848924,0.009276816787000057,-0.17602797108315074,-0.04077528345332748,8.833528148673938,0.025770383438739428,0.09231416469910597,-0.02007791045418139,0.035285643130442454,-0.2388103691264827,0.10073570767607233,1.1393125665077832,0.0,0.0,0.0
65,6.6000000000000005,5.689832103061974,-1.8876253536141516,2.9629585324541923,-0.0075952502584102355,0.2779901878586464,-0.10576275433068849,1.5335121245718943,0.01690700585793419,-0.0716423577686092,0.0094522246197693,-0.18248508487765497,-0.04250781897112332,8.840564765287475,0.02679981324599729,0.09822603637204126,-0.018443351365566185,0.03697677601905984,-0.21133970723473627,0.10523266943868671,1.04342155354195,0.0,0.0,0.0
